title,author,century,text
Soneto,Rodrigo de Narváez Rojas,15-17,"Honró las verdes selvas de honor santo
un tiempo de Espinosa el tierno acento,
dio al monte de esmeraldas ornamento,
y al río margen de florido acanto.

Su voz (en gloria ajena) puede tanto,
que ilustra ahora la región del viento,
el cual lleva con blando movimiento
al río, al monte y selva el nuevo canto.

Y en agradecimiento, y porque vuelva
otra vez a ilustrarles su horizonte,
a oír la voz, que hiere el aire frío,

con alas de laurel vino la selva,
con plantas de esmeraldas vino el monte,
con riendas de cristal se paró el río.

"
Soneto,Diego de Mendoza de Barros,15-17,"Pedís, reina un soneto; ya le hago:
ya el primer verso y el segundo es hecho;
si el tercero me sale de provecho,
con otro verso en un cuarteto os pago.

Ya llegó el quinto ¡España! ¡Santiago!
¡Fuera; que entro en el sexto! ¡Sus! ¡Buen pecho!
Si del séptimo salgo, gran derecho
tengo a salir con vida de este trago

Ya tenemos a un cabo los cuartetos
¿Qué me decís, señora? ¿No ando bravo?
Mas sabe Dios si temo los tercetos.

Y si con bien este soneto acabo,
nunca en toda mi vida más sonetos:
ya de éste, gloria a Dios, he visto el cabo.

"
"¿Será verdad, permitarálo el cielo",Gabriel López Maldonado,15-17,"¿Será verdad, permitarálo el cielo
que los serenos y hermosos ojos
que dieron dulce fin a mis enojos
den amargo principio al desconsuelo?

¿Será verdad que irresoluble yelo
venga a entibiar del fuego los despojos
con que Amor desterró cuantos antojos
hicieron dura guerra a mi consuelo?

¿Será verdad que el sol resplandeciente
cuya luz alumbraba el alma mía
en tinieblas la deje sepultada?

Verdad será, mas no que eternamente
por más que se a de vos menospreciada
deje de ser mi fe cual ser solía.

"
A la elección de Vicente de Lemos,Pedro de Noroña de Andrade,15-17,"De eternidad al templo destinaba
Gracián el vuelo, y luces revestido,
si mariposa en ellos escondido
Fénix ya de sí mismo se engendraba

Agora que su fama numeraba
en sacros bronces siglo repetido,
por industria de Lemos renacido
a nuevas perfecciones anhelaba

Formó Gracián el Héroe en la alta idea
de su fecundo ingenio en breve suma,
el ejemplar no pudo inimitado;

pero Lemos de nuevo hace que vea
el mundo unido a tan valiente pluma,
Lamier, viviente de Héroes dechado

"
Soneto,Sebastián Covarrubias y Orozco,15-17,"La triste Muerte y el Amor salieron
tirando, un día, con sus flechas duras,
y entre unos altos muros y espesuras
la noche les tomó y allí estuvieron

Y sus aljabas juntas las pusieron,
sus cuerpos recostando en las verduras;
levántanse después y estando a escuras
toman las flechas, y de allí partieron.

Toma el Amor las negras de la Muerte,
la Muerte las doradas del mozuelo
y por mi mal, ¡ay triste desdichado!

¡Quién nunca vido tan terrible suerte:
que llamo yo a la Muerte por consuelo,
y ella me tire y doble mi cuidado.

"
Soneto,Luis de Camoens,15-17,"Ondas que por el mundo caminando
contino vais llevadas por el viento,
llevad envuelto en vos mi pensamiento,
do está la que do está lo está causando.

Decidle que os estoy acrescentando,
decidle que de vida no hay momento,
decidle que no muere ni tormento,
decidle que no vivo ya esperando

decidle cuán perdido me hallastes,
decidle cuán ganado me perdistes,
decidle cuán sin vida me matastes,

decidle cuán llagado me feristes,
decidle cuán sin mí que me dejastes,
decidle cuán con ella que me vistes.

"
- IV -,Francisco de Figueroa,15-17,"Dexa, Phili, gozar un poco al prado
de su preciado honor; dexa las flores
esmaltadas de perlas, las colores
vivas mostrar que Flora hoy les ha dado:

Dexa vivir en libre, alegre estado
las Nimphas deste valle, y los pastores
del monte sin envidio y sin ardores;
y mira cual está Thirse parado;

que dispuesto a morir, dice, tendido
sobre la hierba de aquel verde llano;
ya ves el fin de tu deseo cumplido

¡Ah, por quien tantas lágrimas en vano,
tantos suspiros hasta aquí he esparcido,
y agora esparcirá sangre esta mano!

"
"De su comedia Celos, amor y venganza",Luis Vélez de Guevara,15-17,"Amargas quejas forma dulcemente
celoso el Ruiseñor, de enamorado,
y la Tórtola viuda el desagrado
cristal enturbia de la clara fuente

El mudo pez a la veloz corriente,
sale de amor desde su escollo helado,
y el más robusto toro, no domado,
brama de amor, y sus pasiones siente;

abraza el tronco la amorosa yedra
con las, que aun el tiempo no desata;
y todo al fin amando, vive, y crece,

y Nise sola, como helada piedra,
bella a mis ojos y a mi amor ingrata,
al paso que la adoro me aborrece.

"
Al único sucesor del Fénix de España don Juan Pérez de Montalbán,Juan Miguel Ibáñez,15-17,"Miente El fatal destino en ti, o Montano,
pues tu ser de tu ser se inmortaliza,
que si en veneno Clotos se desliza
la envidia ha de cortar el hilo en vano

Y aunque parezca en mí medio inhumano,
ya te admito gozoso en tu ceniza,
que mucho si el primer Sol te eterniza,
que Águila pases más allá de humano.

Felice si envidiada fue tu suerte,
pues borraste a la envidia una esperanza
¿Moriste? no, que el hado menos fuerte,

otra vida en ti mismo te afianza,
dichoso tú otra vez, que aun de la muerte
torcer pudiste la fatal balanza

"
- XVI -,Marqués de Santillana,15-17,"Amor, debdo e voluntad buena
doler me fazen de vuestra dolor,
e non poco me pena vuestra pena,
e me atormenta la vuestra largor

Çierto bien siento que no fue terrena
aquella flamma nin la su furor
que vos inflamma e vos encadena,
ínfima cárcel, mas çeleste amor

Pues, ¿qué diré? remedio es olvidar;
mas ánimo gentil atarde olvida,
e yo conozco ser bueno apartar.

Pero desseo consume la vida;
assí diría, sirviendo, esperar
ser qualque alivio de la tal ferida

"
A San Isidro,Antonio de Silva,15-17,"Los campos de Madrid, Isidro santo,
no cura de surcar con el arado,
que este oficio a los Ángeles ha dado,
porque él con ruegos los cultive en tanto.

El exceso de amor en Dios es tanto,
que con él su atributo a conmutado,
pues si de arar el cielo hace cuidado,
Isidro es cielo en fecundar con llanto.

Pues estos campos para más consuelo
orando riega Isidro, Dios los ara,
dejad, valle de lágrimas, el luto

Que exhaló Dios las suyas hasta el cielo,
y allá de los trabajos nos prepara,
sembrando aquí sus lágrimas, el fruto.

"
Soneto,Pedro del Castillo ,15-17,"Del Cielo Augusto del materno seno
salió Felipe Quinto a luz, el día
mejor que ha visto España, ni podía
sino es el sumo bien darle tan bueno

Mas ay, que cuando le celebra lleno
de gozo, de contento, y de alegría,
el Oriente del Sol, que amanecía
tiñó su Aurora de mortal veneno

Apenas rompió el Alba el Sol Hispano
(dicha fue la mayor que se esperaba)
cuando a la Reina dio mortal dolencia.

Intercadencias tiene el bien humano,
templóle el mal, mas no perseveraba,
que el mal, en tanto bien, era violencia.

"
- XXII -,Marqués de Santillana,15-17,"Non es a non de limitar el año,
el mes, nin la semana, nin el día,
la hora, el punto; sea tal engaño
lexos de nos e fuyga toda vía.

Cuando menos dudamos nuestro daño,
la grand baylessa de nuestra baylía
corta la tela del humanal paño;
non suenan trompas nin nos desafía

Pues non sirvamos a quien non debemos,
nin es servida con mil servidores;
naturaleza, si bien lo entendemos,

de poca es farta nin procura honores
Jove se sirva e a Çeres dexemos,
nin piense alguno servir dos señores.

"
Al gran poeta de España Juan Pérez de Montalbán,Francisco del Valle,15-17,"Del Sol ocupa Zona indeficiente,
aquel Monte del Alma esclarecido,
que si de flores fue centro lucido,
ya de rayos eclíptica es luciente.

Cultos matices ostentó elocuente,
en ingeniosas flores esparcido,
mas ya en gloriosos rayos convertido
mira el ornato de su docta fuente.

Un rayo a cada flor le sustituye,
donde se ve su gloria más crecida,
al paso que su fin triste se advierte.

Pues el Cielo a su honor le constituye,
por la breve fragancia de su vida,
eternos esplendores en su Muerte.

"
- XXVIII -,Marqués de Santillana,15-17,"Si la vida viviese de Noé
e si de la vejez todas señales
concurriesen en mí, non çessaré
de vos servir, leal más que leales

Ca partirme de vos o de la fe,
ambas dos cosas juzgo ser iguales;
por vuestro vivo, por vuestro morré,
vuestro soy todo e míos mis males.

La saturnina pereza acabado
habría su curso tardinoso,
o las dos partes de la su jornada,

desque vos amo; e si soy amado,
vos lo sabedes, después el reposo
de mi triste yazija congoxada

"
- XXVII -,Marqués de Santillana,15-17,"Cuentan que esforába Thimoteo
a los estrenuos e magnos varones,
e los movía con viril desseo,
con agros sones e fieras cançiones

a la batalla; e del mismo leo
los retornaba con modulaçiones
e dulçe carmen d'aquel tal meneo,
e reposaba los sus coraçones

Assí el ánimo mío se altiveçe,
se jacta e loa porque vos amó,
cuando yo veo tanta fermosura.

Mas luego pronpto e presto s'entristeçe
e se maldize porque lo assayó,
vista vuestra crueza cuánto dura.

"
- XXI -,Marqués de Santillana,15-17,"En el próspero tiempo las serenas
plañen e lloran, recelando el mal;
en el adverso ledas cantinelas
cantan, e atienden al buen temporal;

mas, ¿qué será de mí que las mis penas,
cuitas, trabajos e largor mortal
jamás alternan ni son punto ajenas,
sea destino o curso fatal?

Mas emprentadas el ánimo mío
las tiene, como piedra la figura,
fixas, estables, sin algún reposo

El cuerdo acuerda, mas non el sandío;
la muerte veo, e non me do cura:
¡tal es la llaga del dardo amoroso!

"
A la muerte de Lope de Vega,Sebastián Rodríguez de Villaviciosa,15-17,"Ya sepultado en su memoria yace
quien tanto prefirió su misma gloria,
díganlo su esplendor y su victoria,
nobles cenizas en quien hoy renace.

El eje helado su opinión abrace,
y en el orbe su fama sea notoria,
de capítulos sirvan a su historia,
las que estrelladas hojas Tauro pace.

Que se atreva a contar la Parca horrible
la cerviz que la tierra tiene absorta
despecho fue cruel, pero posible

Que corte, y que ejecute, nada importa,
mas pensar que ella vence es increíble,
pues Lope triunfa de lo que ella corta.

"
- XV -,Marqués de Santillana,15-17,"El tiempo es vuestro e si d'él usades
commo conviene, non se fará poco;
non llamo sabio, mas a mi ver loco,
quien lo impediere; ca si lo mirades,

los picos andan, pues, si non velades,
la tierra es muelle e la entrada presta
Sentir la mina, ¿qué pro tiene o presta,
nin ver el daño, si non reparades?

Ca si bien miro, yo veo a Sinón,
magra la cara, desnudo e fambriento,
e noto el modo de su narraçión,

e veo a Ulises, varón fraudulento;
pues oíd y creer a Lychaón,
ca chica çifra desfaze grand cuento.

"
Soneto,Alonso de Castillo y Solorzano,15-17,"Siete veces IGNACIO vio el Aurora
en éxtasis divino arrebatado,
siete veces le mira el sol dorado,
y ve que él de justicia le enamora.

Siete veces Faetón estrellas dora
mientras con Dios IGNACIO está elevado,
siete veces Diana luz ha dado,
y él en tanto su dicha se mejora

¡O celestial varón, qué bien supiste
escoger la mansión a que aspiraste,
desde que al mundo infiel de emano diste!

Con Dios suma deidad, deidad te hallaste
y a su excelsa virtud tanto te uniste,
cuando mortalidades despreciaste.

"
"A la sepultura de una señora viuda, de la orden tercera – Soneto VII",Esteban Manuel de Villegas,15-17,"Nací mujer, y entré en edad florida,
cuya vejez a juventud llevóme;
donde en tan loca edad reconocióme
la discreción de pocos conocida

Caséme, siéndolo años ya crecida,
aunque lo ameno de mi flor faltóme
por casi entera el mundo censuróme;
es gran censurador de nuestra vida

Viuda gocé de paz, vestí quieta
del Serafín terreno el tercer paño,
y por ser más insigne fui María

Viví muriendo por vivir perfecta,
y ahora muerta vivo tan sin daño,
que la salud de Dios tengo por mía.

"
Respuesta del galán a la dama,Antonio de Silva,15-17,"Es tal tu gracia, y aunque yo al probarla
di gloria a cuantos tratan de verterla,
y tu rostro es un pez llamado merla,
que nace en la laguna que hay en Parla

Tus ojos son de aguja, que al pasarla,
se pica cualquier sastre por meterla,
pues lo que es tu nariz, si fuera perla,
no tuviera oro Ofir para pagarla.

Cierta bola interior tu boca verla,
tu barba a tener barbas fuera borla
al pendón de una cara que almas turba.

A toda tu beldad tu boca merla,
y ves aquí tu rostro, aunque sin orla,
en parla, perla, borla, merla, y burla.

"
Soneto,José Pellicer de Tovar,15-17,"Ya al Júpiter metido en culto griego,
la vana antigüedad dejó aplaudida
la copa, que fingió el Garzón de Ida,
subió a servirle hasta el dosel del fuego

Al Latino mayor, del mayor Griego,
como verdad se veneró leída,
de ella la historia se miró vencida,
pues no le costó el crédito algún ruego.

Mas Homero y Virgilio, ¿qué escribieran
al ver que el alto Júpiter de España
eternizó a un Guzmán más firme copa?

Sus escritos con ella ennoblecieran,
y premio le aclamaran en su hazaña
que fue por él restauración de Europa

"
A la muerte de Lope de Vega,Juan Delgado,15-17,"O tú de Apolo universal destino,
transito es, no es muerte, haber faltado,
porque puede ascender de grado en grado,
mas no puede postrarse lo divino.

Desde catorce lustros peregrino
sobre altares de antorchas colocado
no fue adquirir más gloria tu cuidado,
fue volverse al honor de donde vino

La eternidad te erige jerarquía,
porque nunca en tu ser se anocheciera
lo que infinitamente amanecía.

Siempre fuiste carbunclo de una esfera,
primavera de luz tu ingenio ardía,
y siempre se ha quedado primavera.

"
Soneto,Antonio de Maluenda,15-17,"Madre de Dios eterno, norte y guía
de los que en este siglo tenebroso
corren por mar incierto y peligroso
con mal segura nave y compañía

¿Cuándo será el feliz y alegre día
en que mi corazón triste y penoso
halle a su largo error libre reposo
y cobre nuevo aliento y alegría?

Hoy, libre de los hierros y cadena,
en que me tuvo el viejo, a noble vuelo
me remonto del mundo y sus engaños

¿Cuándo de tu piedad la luz serena
hará que vuele puro al alto cielo,
ahuyentada la niebla de mis daños?

"
En nombre de España a la majestad de la Reina,Clara de Barrionuevo y Carrión,15-17,"Deje el mar inquieto el navegante,
de congojas la cárcel y el archivo,
los temores del viento fugitivo,
el mirar a poniente y a levante;

que al pobre, al rico, al sabio, al ignorante
que hay ya en mí, nuevas Indias apercibo;
que del nácar de Austria las recibo,
do el sol Felipe me crió un diamante

Vos, Margarita, habéis mi Arabia sido,
pues cambiáis en riqueza mi pobreza,
vos sois la oliva que mi paz promete

con el Fénix de España que ha nacido:
que espero en su valor y su grandeza
que no habrá libertad que no sujete

"
